Study_ID,Scientific_name,Common_name,N_offspring_sampled,EPY_percent,N_broods_sampled,EPP_percent,Lat,Long,nest_box,marker_type,nest_type,year_of_study_START,year_of_study_END,study_duration,breeding_start,breeding_end,Scientific_name_amended,Jetz_name,Clements_name,BIRDBASE_clements_names,breeding_system,parental_care,mono_poly_model,cooperative_breeding,body_mass,CS_max,nest_type_model,marker_type_model,nest_box_model,study_duration_num,coloniality,migration,MonoBIRDBASE,PolyBIRDBASE,n_mixed_broods,n_non_mixed_broods,n_EPY_offspring,n_WPY_offspring
237Atwell2014,Junco_hyemalis,dark-eyed_junco,229,26.2,89,NA,32.87,-117.02,no,microsatellite,"BU,CR,O,CP",2006,2007,2,February,July,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,monogamy,biparental,NA,NA,20.53333333,5,cavity,microsatellite,no,2,0,Strong,NA,NA,NA,NA,60,169
237Atwell2014,Junco_hyemalis,dark-eyed_junco,124,36.3,40,NA,32.87,-116.03,no,microsatellite,"BU,CR,O,CP",2006,2007,2,February,July,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,monogamy,biparental,NA,NA,20.53333333,5,cavity,microsatellite,no,2,0,Strong,NA,NA,NA,NA,45,79
340Gerlach2012,Junco_hyemalis,dark-eyed_junco,2148,27.2,NA,NA,37.37,-80.53,no,DNA_fingerprinting/microsatellite,"BU,CR,O,CP",1990,1996,7,April,June,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,monogamy,biparental,NA,NA,20.53333333,5,cavity,mixed_other,no,7,0,Strong,NA,NA,NA,NA,584,1564
339 Gerlach2013,Junco_hyemalis,dark-eyed_junco,NA,NA,41,43.9,37.37,-80.53,no,microsatellite,"BU,CR,O,CP",2001,2007,7,April,July,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,monogamy,biparental,NA,NA,20.53333333,5,cavity,microsatellite,no,7,0,Strong,NA,NA,18,23,NA,NA
330Wink2011,Jynx_torquilla,Eurasian_wryneck,292,0.7,50,2,51.9,11,yes,DNA_fingerprinting,CV,2003,2005,3,May,July,Jynx_torquilla,Jynx_torquilla,Jynx_torquilla,Jynx_torquilla,monogamy,biparental,monogamy,NA,38,12,cavity,DNA_fingerprinting,yes,3,0,Strong,Mono,NA,1,49,2,290
228Freeland1995,Lagopus_lagopus,willow_ptarmigan,256,9.4,38,13.2,59.83,-136.33,no,DNA_fingerprinting,SC,1987,1992,6,June,July,Lagopus_lagopus,Lagopus_lagopus,Lagopus_lagopus,Lagopus_lagopus,monogamy,biparental,mixed,NA,595.4166667,14,ground,DNA_fingerprinting,no,6,0,Weak,Mono,Poly,5,33,24,232
136Benson2002,Lagopus_leucura,white-tailed_ptarmigan,58,5.2,18,16.7,48.68,-113.72,no,microsatellite,SC,1996,1998,3,May,September,Lagopus_leucura,Lagopus_leucura,Lagopus_leucura,Lagopus_leucura,monogamy,biparental,monogamy,NA,361.8,9,ground,microsatellite,no,3,0,Weak,Mono,NA,3,15,3,55
201van den Heuvel2014,Laniarius_atrococcineus,crimson-breasted_shrike,74,18.9,41,29.3,-26.97,21.82,no,microsatellite,"CP,PL",2008,2011,4,September,March,Laniarius_atrococcineus,Laniarius_atrococcineus,Laniarius_atrococcineus,Laniarius_atrococcineus,monogamy,biparental,NA,NA,48.56666667,3,open,microsatellite,no,4,0,Weak,NA,NA,12,29,14,60
436Yamagishi1992,Lanius_bucephalus,bull-headed_shrike,99,10.1,24,16.7,34.57,135.53,no,DNA_fingerprinting,CP,1989,1989,1,March,June,Lanius_bucephalus,Lanius_bucephalus,Lanius_bucephalus,Lanius_bucephalus,monogamy,biparental,monogamy,NA,42.35,7,open,DNA_fingerprinting,no,1,0,Strong,Mono,NA,4,20,10,89
291Etterson2004,Lanius_ludovicianus,loggerhead_shrike,179,4.5,36,13.9,34,-98,no,microsatellite,CP,1998,1999,2,March,July,Lanius_ludovicianus,Lanius_ludovicianus,Lanius_ludovicianus,Lanius_ludovicianus,monogamy,biparental,monogamy,NA,47.2,9,open,microsatellite,no,2,0,Strong,Mono,NA,5,31,8,171
167Valera2003,Lanius_minor,lesser_gray_shrike,136,0,36,0,48.58,19.3,no,DNA_fingerprinting,CP,1996,1997,2,April,July,Lanius_minor,Lanius_minor,Lanius_minor,Lanius_minor,monogamy,biparental,monogamy,NA,48.1,7,open,DNA_fingerprinting,no,2,0,Strong,Mono,NA,0,36,0,136
295Bukacińska1998,Larus_canus,common_gull,55,3.6,24,8.3,51.67,21.58,no,DNA_fingerprinting,HC,1996,1997,2,April,July,Larus_canus,Larus_canus,Larus_canus,Larus_canus,monogamy,biparental,monogamy,NA,431.3333333,5,open,DNA_fingerprinting,no,2,1,Strong,Mono,NA,2,22,2,53
279Gilbert1998,Larus_occidentalis,western_gull,33,0,22,0,37.7,-123,no,DNA_fingerprinting,NA,1994,1995,2,April,July,Larus_occidentalis,Larus_occidentalis,Larus_occidentalis,Larus_occidentalis,monogamy,biparental,NA,NA,957.5,5,NA,DNA_fingerprinting,no,2,0,Weak,NA,NA,0,22,0,33
388Ležalová-Piálková2011,Larus_ridibundus,black-headed_gull,79,20.3,30,33.3,48.92,17.08,no,microsatellite,SC,2004,2004,1,April,May,Larus_ridibundus,Larus_ridibundus,Chroicocephalus_ridibundus,Chroicocephalus_ridibundus,monogamy,biparental,monogamy,NA,261,3,ground,microsatellite,no,1,1,Weak,Mono,NA,10,20,16,63
221Ewen2008,Lichenostomus_chrysops,yellow-faced_honeyeater,18,44.4,NA,NA,-37.68,145.52,no,microsatellite,CP,1997,2000,4,September,February,Lichenostomus_chrysops,Lichenostomus_chrysops,Caligavis_chrysops,Caligavis_chrysops,monogamy,biparental,NA,NA,16.36666667,3,open,microsatellite,no,4,0,Strong,NA,NA,NA,NA,8,10
225Neto2010,Locustella_luscinioides,Savi’s_warbler,392,4.1,102,5.9,40.63,-8.68,no,microsatellite,CP,2002,2008,7,March,July,Locustella_luscinioides,Locustella_luscinioides,Locustella_luscinioides,Locustella_luscinioides,monogamy,biparental,monogamy,NA,16.1,6,open,microsatellite,no,7,0,Strong,Mono,NA,6,96,16,376
344Kleven2008,Loxia_curvirostra,common_crossbill,96,0,34,0,59.5,11.33,no,microsatellite,CP,1994,2007,14,January,April,Loxia_curvirostra,Loxia_curvirostra,Loxia_curvirostra,Loxia_curvirostra,monogamy,biparental,monogamy,NA,33.825,4,open,microsatellite,no,14,0,Weak,Mono,NA,0,34,0,96
379Fleischer1994,Loxioides_bailleui,palila,20,0,12,0,19.82,-155.47,no,DNA_fingerprinting,CP,1993,1994,2,NA,NA,Loxioides_bailleui,Loxioides_bailleui,Loxioides_bailleui,Loxioides_bailleui,monogamy,cooperation,NA,NA,37.425,3,open,DNA_fingerprinting,no,2,0,Weak,NA,NA,0,12,0,20
78Landgraf2017,Luscinia_megarhynchos,common_nightingale,121,21.5,28,46.4,52.4,12.97,no,microsatellite,"CP,DM",2009,2012,4,May,July,Luscinia_megarhynchos,Luscinia_megarhynchos,Luscinia_megarhynchos,Luscinia_megarhynchos,monogamy,biparental,monogamy,NA,25.5,5,ground,microsatellite,no,4,0,Strong,Mono,NA,13,15,26,95
17Johnsen2003,Luscinia_svecica,bluethroat,1568,26.3,245,47.8,62.42,8.87,no,DNA_fingerprinting/microsatellite,CP,1991,2000,10,May,July,Luscinia_svecica,Luscinia_svecica,Luscinia_svecica,Luscinia_svecica,monogamy,biparental,mixed,NA,18.01666667,7,open,mixed_other,no,10,0,Strong,Mono,Poly,117,128,412,1156
17Johnsen2012,Luscinia_svecica,bluethroat,183,25.7,33,54.5,62.42,8.87,NA,microsatellite,CP,NA,NA,#VALUE!,May,July,Luscinia_svecica,Luscinia_svecica,Luscinia_svecica,Luscinia_svecica,monogamy,biparental,mixed,NA,18.01666667,7,open,microsatellite,NA,NA,0,Strong,Mono,Poly,18,15,47,136
429 Questiau1999,Luscinia_svecica,bluethroat,162,42,36,63.9,27.33,-2.42,no,other,CP,1995,1996,2,NA,NA,Luscinia_svecica,Luscinia_svecica,Luscinia_svecica,Luscinia_svecica,monogamy,biparental,mixed,NA,18.01666667,7,open,mixed_other,no,2,0,Strong,Mono,Poly,23,13,68,94
411Lawless1997,Megascops_asio,eastern_screech-owl,80,0,23,0,37.62,-84.12,yes,DNA_fingerprinting,"CV,O",1994,1994,1,March,June,Megascops_asio,Megascops_asio,Megascops_asio,Megascops_asio,monogamy,biparental,monogamy,NA,190.75,5,cavity,DNA_fingerprinting,yes,1,0,Weak,Mono,NA,0,23,0,80
49Olsen2008,Melospiza_georgiana,swamp_sparrow,149,20.8,59,44.1,39.6,-79.3,no,microsatellite,CP,2002,2005,4,May,August,Melospiza_georgiana,Melospiza_georgiana,Melospiza_georgiana,Melospiza_georgiana,monogamy,biparental,monogamy,NA,17.3,6,open,microsatellite,no,4,0,Strong,Mono,NA,26,33,31,118
49Olsen2008,Melospiza_georgiana,swamp_sparrow,201,20.9,54,38.9,39.3,-75.5,no,microsatellite,CP,2004,2005,2,May,August,Melospiza_georgiana,Melospiza_georgiana,Melospiza_georgiana,Melospiza_georgiana,monogamy,biparental,monogamy,NA,17.3,6,open,microsatellite,no,2,0,Strong,Mono,NA,21,33,42,159
66Hill2011,Melospiza_melodia,song_sparrow,191,23.6,72,36.1,47.65,-122.03,no,microsatellite,CP,1996,1998,3,March,August,Melospiza_melodia,Melospiza_melodia,Melospiza_melodia,Melospiza_melodia,monogamy,biparental,mixed,NA,25.46666667,6,open,microsatellite,no,3,0,Weak,Mono,Poly,26,46,45,146
132Major2004,Melospiza_melodia,song_sparrow,38,10.5,10,30,44.75,-63.68,no,microsatellite,CP,2000,2000,1,April,July,Melospiza_melodia,Melospiza_melodia,Melospiza_melodia,Melospiza_melodia,monogamy,biparental,mixed,NA,25.46666667,6,open,microsatellite,no,1,0,Weak,Mono,Poly,3,7,4,34
239Reid2014,Melospiza_melodia,song_sparrow,2667,28.2,NA,NA,48.63,-123.02,no,microsatellite,CP,1993,2011,19,March,August,Melospiza_melodia,Melospiza_melodia,Melospiza_melodia,Melospiza_melodia,monogamy,biparental,mixed,NA,25.46666667,6,open,microsatellite,no,19,0,Weak,Mono,Poly,NA,NA,752,1915
204Hartley1993,Miliaria_calandra,corn_bunting,44,4.5,15,6.7,57.62,-7.5,no,DNA_fingerprinting,CP,1989,1990,2,May,August,Miliaria_calandra,Miliaria_calandra,Emberiza_calandra,Emberiza_calandra,monogamy,biparental,mixed,NA,49.33333333,7,open,DNA_fingerprinting,no,2,0,Weak,Mono,Poly,1,14,2,42
74Miño2011b,Mycteria_americana,wood_stork,58,0,29,0,NA,NA,no,microsatellite,NA,2006,2008,3,NA,NA,Mycteria_americana,Mycteria_americana,Mycteria_americana,Mycteria_americana,monogamy,biparental,monogamy,NA,2655,5,NA,microsatellite,no,3,1,Weak,Mono,NA,0,29,0,58
11Silvia2010,Myiopsitta_monachus,monk_parakeet,58,0,52,0,27,-81,no,microsatellite,DM,NA,NA,#VALUE!,May,June,Myiopsitta_monachus,Myiopsitta_monachus,Myiopsitta_monachus,Myiopsitta_monachus,monogamy,pair,monogamy,no,114.3333333,7,ground,microsatellite,no,NA,1,Weak,Mono,NA,0,52,0,58
11Silvia2010,Myiopsitta_monachus,monk_parakeet,27,0,14,0,41,-72,no,microsatellite,DM,NA,NA,#VALUE!,NA,NA,Myiopsitta_monachus,Myiopsitta_monachus,Myiopsitta_monachus,Myiopsitta_monachus,monogamy,pair,monogamy,no,114.3333333,7,ground,microsatellite,no,NA,1,Weak,Mono,NA,0,14,0,27
396Zilberman1999,Nectarinia_osea,orange-tufted_sunbird,88,22.7,47,36.2,32.08,34.78,no,DNA_fingerprinting,PN,1989,1990,2,NA,NA,Nectarinia_osea,Nectarinia_osea,Cinnyris_osea,Cinnyris_osea,monogamy,biparental,mixed,no,7.2,3,other_enclosed,DNA_fingerprinting,no,2,0,Weak,Mono,Poly,17,30,20,68
351Brekke2013,notiomystis_cincta,New_Zealand_hihi,1538,68,485,88.9,-36.6,174.88,yes,microsatellite,CP,2004,2011,8,September,February,notiomystis_cincta,Notiomystis_cincta,Notiomystis_cincta,Notiomystis_cincta,monogamy,nk_cooperation,NA,NA,63,5,open,microsatellite,yes,8,0,Weak,NA,NA,431,54,1046,492
193Castro2004,notiomystis_cincta,New_Zealand_hihi,188,47.3,61,82,-38.08,176.28,yes,DNA_fingerprinting,CP,1994,1998,5,October,March,notiomystis_cincta,Notiomystis_cincta,Notiomystis_cincta,Notiomystis_cincta,monogamy,nk_cooperation,NA,NA,63,5,open,DNA_fingerprinting,yes,5,0,Weak,NA,NA,50,11,89,99
220Ewen1999,notiomystis_cincta,New_Zealand_hihi,34,35.3,10,80,-36.6,174.88,yes,DNA_fingerprinting,CP,1995,1997,3,October,February,notiomystis_cincta,Notiomystis_cincta,Notiomystis_cincta,Notiomystis_cincta,monogamy,nk_cooperation,NA,NA,63,5,open,DNA_fingerprinting,yes,3,0,Weak,NA,NA,8,2,12,22
372Quillfeldt2001,Oceanites_oceanicus,Wilson’s_storm-petrel,63,0,63,0,-51.72,-61.29,no,DNA_fingerprinting,"BU,CR",1995,1998,4,December,February,Oceanites_oceanicus,Oceanites_oceanicus,Oceanites_oceanicus,Oceanites_oceanicus,monogamy,biparental,monogamy,no,37.5,1,cavity,DNA_fingerprinting,no,4,1,Strong,Mono,NA,0,63,0,63
376Mauck1995,Oceanodroma_leucorhoa,Leach’s_storm-petrel,42,0,42,0,44.58,-66.75,no,DNA_fingerprinting,"BU,CR",1991,1992,2,June,September,Oceanodroma_leucorhoa,Oceanodroma_leucorhoa,Hydrobates_leucorhous,Hydrobates_leucorhous,monogamy,biparental,monogamy,no,42.58333333,1,cavity,DNA_fingerprinting,no,2,1,Strong,Mono,NA,0,42,0,42
137Currie1998,Oenanthe_oenanthe,Northern_wheatear,73,11,17,29.4,52.77,-4.78,no,DNA_fingerprinting,"CP,CV,CR,BU",1991,1991,1,March,June,Oenanthe_oenanthe,Oenanthe_oenanthe,Oenanthe_oenanthe,Oenanthe_oenanthe,monogamy,biparental,monogamy,NA,26.68333333,7,cavity,DNA_fingerprinting,no,1,0,Strong,Mono,NA,5,12,8,65
119Currie1999,Oenanthe_oenanthe,Northern_wheatear,62,3.2,10,10,52.77,-4.78,no,DNA_fingerprinting,"CP,CV,CR,BU",1992,1993,2,April,June,Oenanthe_oenanthe,Oenanthe_oenanthe,Oenanthe_oenanthe,Oenanthe_oenanthe,monogamy,biparental,monogamy,NA,26.68333333,7,cavity,DNA_fingerprinting,no,2,0,Strong,Mono,NA,1,9,2,60
131Kudernatsch2010,Oenanthe_oenanthe,Northern_wheatear,132,25.8,28,46.4,49.5,8.17,no,microsatellite,"CP,CV,CR,BU",2005,2006,2,April,September,Oenanthe_oenanthe,Oenanthe_oenanthe,Oenanthe_oenanthe,Oenanthe_oenanthe,monogamy,biparental,monogamy,NA,26.68333333,7,cavity,microsatellite,no,2,0,Strong,Mono,NA,13,15,34,98
480Hsu2006,Otus_elegans,elegant_scops-owl,200,0.5,108,0.9,22,121.08,both,microsatellite,CV,1999,2004,6,January,April,Otus_elegans,Otus_elegans,Otus_elegans,Otus_elegans,monogamy,biparental,NA,NA,103,5,cavity,microsatellite,NA,6,0,Weak,NA,NA,1,107,1,199
135Arsenault2002,Otus_flammeolus,flammulated_owl,37,0,17,0,34.5,-108,no,DNA_fingerprinting,"CV,O",1996,1998,3,May,June,Otus_flammeolus,Otus_flammeolus,Psiloscops_flammeolus,Psiloscops_flammeolus,monogamy,biparental,monogamy,NA,63.65,4,cavity,DNA_fingerprinting,no,3,0,Strong,Mono,NA,0,17,0,37
469 van Dongen2009,Pachycephala_pectoralis,golden_whistlers,130,19.2,65,23.1,-37.52,145.53,no,microsatellite,CP,2001,2004,4,September,February,Pachycephala_pectoralis,Pachycephala_pectoralis,Pachycephala_pectoralis,Pachycephala_pectoralis,monogamy,biparental,monogamy,NA,29.9,3,open,microsatellite,no,4,0,Weak,Mono,NA,15,50,25,105
371Quillfeldt2012,Pachyptila_belcheri,thin-billed_prion,34,20.6,34,20.6,-51.72,-61.28,no,microsatellite,BU,2006,2007,2,December,January,Pachyptila_belcheri,Pachyptila_belcheri,Pachyptila_belcheri,Pachyptila_belcheri,monogamy,biparental,monogamy,NA,152,1,cavity,microsatellite,no,2,1,Weak,Mono,NA,7,27,7,27
185Hoi1997,Panurus_biarmicus,bearded_tit,187,14.4,44,29.5,47.93,16.75,no,DNA_fingerprinting,CP,1993,1994,2,March,June,Panurus_biarmicus,Panurus_biarmicus,Panurus_biarmicus,Panurus_biarmicus,monogamy,cooperation,monogamy,NA,15.9,13,open,DNA_fingerprinting,no,2,0,Weak,Mono,NA,13,31,27,160
239Lee2009,Paradoxornis_webbianus,vinous-throated_parrotbills,246,7.7,50,26,37.53,127.03,no,microsatellite,CP,2005,2006,2,April,August,Paradoxornis_webbianus,Paradoxornis_webbianus,Suthora_webbiana,Suthora_webbiana,monogamy,biparental,monogamy,NA,9.9,7,open,microsatellite,no,2,0,Weak,Mono,NA,13,37,19,227
463Dietrich2004,Parus_ater,coal_tit,3559,31.4,483,70.8,52.45,7.25,yes,DNA_fingerprinting,"CP,CV",2000,2002,3,April,July,Parus_ater,Parus_ater,Periparus_ater,Periparus_ater,monogamy,biparental,monogamy,NA,8.916666667,13,cavity,DNA_fingerprinting,yes,3,0,Weak,Mono,NA,342,141,1118,2441
444Lubjuhn1999,Parus_ater,coal_tit,158,25.3,20,75,52.33,11,yes,DNA_fingerprinting,"CP,CV",1993,1993,1,April,July,Parus_ater,Parus_ater,Periparus_ater,Periparus_ater,monogamy,biparental,monogamy,NA,8.916666667,13,cavity,DNA_fingerprinting,yes,1,0,Weak,Mono,NA,15,5,40,118
129Mennill2004,Parus_atricapillus,black-capped_chickadee,351,14.8,57,33.3,44.57,-76.32,no,microsatellite,NA,1997,2000,4,April,June,Parus_atricapillus,Parus_atricapillus,Poecile_atricapillus,Poecile_atricapillus,monogamy,biparental,monogamy,NA,11.88,8,NA,microsatellite,no,4,0,Weak,Mono,NA,19,38,52,299
258Otter1998,Parus_atricapillus,black-capped_chickadee,359,8.9,58,29.3,44.57,-76.32,NA,other,NA,1992,1995,4,April,June,Parus_atricapillus,Parus_atricapillus,Poecile_atricapillus,Poecile_atricapillus,monogamy,biparental,monogamy,NA,11.88,8,NA,mixed_other,NA,4,0,Weak,Mono,NA,17,41,32,327
4Charmantier2003,Parus_caeruleus,blue_tit,288,25.3,50,68,42.52,8.77,yes,microsatellite,"CV,O",2000,2001,2,May,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,2,0,Weak,Mono,Poly,34,16,73,215
4Charmantier2003,Parus_caeruleus,blue_tit,427,14.05,50,46,43.66,3.67,yes,microsatellite,"CV,O",2000,2001,2,April,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,2,0,Weak,Mono,Poly,23,27,60,367
5Charmantier2004,Parus_caeruleus,blue_tit,839,16.1,97,69.1,43.67,3.67,yes,microsatellite,"CV,O",2000,2002,3,April,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,3,0,Weak,Mono,Poly,67,30,135,704
5Charmantier2004,Parus_caeruleus,blue_tit,205,18,30,50,42.55,8.92,yes,microsatellite,"CV,O",2000,2002,3,April,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,3,0,Weak,Mono,Poly,15,15,37,168
40de Jong2017,Parus_caeruleus,blue_tit,NA,NA,84,27.4,53.13,6.58,yes,microsatellite,"CV,O",2010,2011,2,March,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,2,0,Weak,Mono,Poly,23,61,NA,NA
9Dreiss2006,Parus_caeruleus,blue_tit,850,13.8,84,48.8,48.28,4.28,yes,microsatellite,"CV,O",2002,2003,2,April,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,2,0,Weak,Mono,Poly,41,43,117,733
246Foerster2003,Parus_caeruleus,blue_tit,2452,15.7,248,NA,48.22,16.33,yes,microsatellite,"CV,O",1998,2001,4,April,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,4,0,Weak,Mono,Poly,NA,NA,385,2067
14Gullberg1992,Parus_caeruleus,blue_tit,51,5.9,7,28.6,59.83,17.63,yes,DNA_fingerprinting,"CV,O",1988,1988,1,April,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,DNA_fingerprinting,yes,1,0,Weak,Mono,Poly,2,5,3,48
276Johannessen2005,Parus_caeruleus,blue_tit,88,6.8,14,28.6,59.93,10.55,yes,microsatellite,"CV,O",1999,2003,5,April,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,5,0,Weak,Mono,Poly,4,10,6,82
50Kempenaers1997,Parus_caeruleus,blue_tit,1443,12.5,165,41.8,51.25,4.47,yes,DNA_fingerprinting,"CV,O",1990,1993,4,March,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,DNA_fingerprinting,yes,4,0,Weak,Mono,Poly,69,96,180,1263
76Krokene1998,Parus_caeruleus,blue_tit,466,6.7,47,36.2,58.87,9.6,yes,DNA_fingerprinting,"CV,O",1992,1996,5,April,July,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,DNA_fingerprinting,yes,5,0,Weak,Mono,Poly,17,30,31,435
125Leech2001,Parus_caeruleus,blue_tit,986,11.7,103,39.8,54.05,-2.8,yes,microsatellite,"CV,O",1997,1999,3,April,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,3,0,Weak,Mono,Poly,41,62,115,871
308 Magrath2009,Parus_caeruleus,blue_tit,1176,12.8,122,46.7,53.13,6.58,yes,microsatellite,"CV,O",2006,2007,2,March,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,2,0,Weak,Mono,Poly,57,65,151,1025
287Schlicht2015,Parus_caeruleus,blue_tit,NA,NA,396,46,48.13,10.88,yes,microsatellite,"CV,O",2007,2011,5,March,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,5,0,Weak,Mono,Poly,182,214,NA,NA
286Schlicht2012,Parus_caeruleus,blue_tit,635,11.3,NA,NA,48.13,10.88,yes,microsatellite,"CV,O",NA,NA,#VALUE!,March,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,NA,0,Weak,Mono,Poly,NA,NA,72,563
287Schlicht2015,Parus_caeruleus,blue_tit,NA,NA,561,57,48.22,16.33,yes,microsatellite,"CV,O",2007,2011,5,March,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,5,0,Weak,Mono,Poly,320,241,NA,NA
350Vedder2010,Parus_caeruleus,blue_tit,NA,NA,36,55.6,53.13,6.58,yes,microsatellite,"CV,O",2008,2008,1,April,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,1,0,Weak,Mono,Poly,20,16,NA,NA
282Lens1997,Parus_cristatus,crested_tit,136,11,20,30,51.48,4.93,no,DNA_fingerprinting,CP,1992,1993,2,May,July,Parus_cristatus,Parus_cristatus,Lophophanes_cristatus,Lophophanes_cristatus,monogamy,biparental,monogamy,NA,11.81666667,11,open,DNA_fingerprinting,no,2,0,Weak,Mono,NA,6,14,15,121
477Araya-Ajoy2016,Parus_major,great_tit,6441,9.6,862,NA,47.97,11.23,yes,NA,CV,2010,2014,5,April,June,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,NA,yes,5,0,Weak,Mono,NA,NA,NA,618,5823
462Bókony2017,Parus_major,great_tit,445,6.3,47,31.9,47.08,17.83,yes,microsatellite,CV,2012,2013,2,April,June,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,microsatellite,yes,2,0,Weak,Mono,NA,15,32,28,417
466García-Navas2015,Parus_major,great_tit,304,20.4,47,55.3,39.55,-4.33,yes,microsatellite,CV,2012,2012,1,April,June,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,microsatellite,yes,1,0,Weak,Mono,NA,26,21,62,242
14Gullberg1992,Parus_major,great_tit,47,14.9,10,50,59.83,17.67,yes,DNA_fingerprinting,CV,1998,1998,1,April,June,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,DNA_fingerprinting,yes,1,0,Weak,Mono,NA,5,5,7,40
276Johannessen2005,Parus_major,great_tit,82,8.5,13,30.8,59.93,10.55,yes,microsatellite,CV,1999,2003,5,April,June,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,microsatellite,yes,5,0,Weak,Mono,NA,4,9,7,75
256Kawano2009,Parus_minor,Japanese_tit,229,16.6,32,53.1,33.52,130.03,yes,microsatellite,CV,1999,2000,2,March,July,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,microsatellite,yes,2,0,Weak,Mono,NA,17,15,38,191
76Krokene1998,Parus_major,great_tit,408,8.1,55,27.3,58.87,9.6,yes,DNA_fingerprinting,CV,1992,1995,4,April,July,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,DNA_fingerprinting,yes,4,0,Weak,Mono,NA,15,40,33,375
445Lubjuhn2007,Parus_major,great_tit,2013,7.5,265,34,52.37,11.02,yes,DNA_fingerprinting,CV,1993,1993,1,April,June,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,DNA_fingerprinting,yes,1,0,Weak,Mono,NA,90,175,151,1862
240Otter2001,Parus_major,great_tit,192,9.9,23,39.1,55.67,12.57,yes,microsatellite,CV,1998,1998,1,April,June,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,microsatellite,yes,1,0,Weak,Mono,NA,9,14,19,173
