Study_ID,Scientific_name,Common_name,N_offspring_sampled,EPY_percent,N_broods_sampled,EPP_percent,Lat,Long,nest_box,marker_type,nest_type,year_of_study_START,year_of_study_END,study_duration,breeding_start,breeding_end,Scientific_name_amended,Jetz_name,Clements_name,BIRDBASE_clements_names,breeding_system,parental_care,mono_poly_model,cooperative_breeding,body_mass,CS_max,nest_type_model,marker_type_model,nest_box_model,study_duration_num,coloniality,migration,MonoBIRDBASE,PolyBIRDBASE,n_mixed_broods,n_non_mixed_broods,n_EPY_offspring,n_WPY_offspring
360Kappes2009,Setophaga_ruticilla,American_redstart,81,44.4,28,64.3,41.77,-79.93,no,microsatellite,CP,2002,2003,2,May,July,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,monogamy,biparental,monogamy,NA,8.275,5,open,microsatellite,no,2,0,Strong,Mono,NA,18,10,36,45
428Perreault1997,Setophaga_ruticilla,American_redstart,108,39.8,32,59.4,45.07,-67.03,no,DNA_fingerprinting,CP,1987,1989,3,May,July,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,monogamy,biparental,monogamy,NA,8.275,5,open,DNA_fingerprinting,no,3,0,Strong,Mono,NA,19,13,43,65
329Reudink2009,Setophaga_ruticilla,American_redstart,239,23.4,75,42.7,44.57,-76.32,no,microsatellite,CP,2004,2007,4,May,July,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,Setophaga_ruticilla,monogamy,biparental,monogamy,NA,8.275,5,open,microsatellite,no,4,0,Strong,Mono,NA,32,43,56,183
417Balenger2009,Sialia_currucoides,mountain_bluebird,465,36.3,92,71.7,44.63,-107,yes,microsatellite,CP,2004,2005,2,May,July,Sialia_currucoides,Sialia_currucoides,Sialia_currucoides,Sialia_currucoides,monogamy,biparental,NA,NA,30.075,6,open,microsatellite,yes,2,0,Strong,NA,NA,66,26,169,296
151O’Brien2011,Sialia_currucoides,mountain_bluebird,900,32,177,65,51,-122,yes,microsatellite,CP,2006,2008,3,April,NA,Sialia_currucoides,Sialia_currucoides,Sialia_currucoides,Sialia_currucoides,monogamy,biparental,NA,NA,30.075,6,open,microsatellite,yes,3,0,Strong,NA,NA,115,62,288,612
403Meek1994,Sialia_sialis,Eastern_bluebird,83,8.4,21,23.8,44.57,-76.32,yes,DNA_fingerprinting,CP,1989,1991,3,NA,NA,Sialia_sialis,Sialia_sialis,Sialia_sialis,Sialia_sialis,monogamy,biparental,mixed,NA,29.88333333,5,open,DNA_fingerprinting,yes,3,1,Weak,Mono,Poly,5,16,7,76
176Segelbacher2005,Sitta_europaea,European_nuthatch,188,9.6,32,37.5,48.53,9.05,yes,microsatellite,"CV,CR,O",1995,1999,5,April,May,Sitta_europaea,Sitta_europaea,Sitta_europaea,Sitta_europaea,monogamy,biparental,monogamy,NA,21.51666667,13,cavity,microsatellite,yes,5,0,Weak,Mono,NA,12,20,18,170
310Schwartz1999,Spheniscus_humboldti,Humboldt_penguin,49,0,21,0,-15.37,-75.2,no,DNA_fingerprinting,"BU,CR",1995,1995,1,March,December,Spheniscus_humboldti,Spheniscus_humboldti,Spheniscus_humboldti,Spheniscus_humboldti,monogamy,biparental,NA,NA,4416.666667,2,cavity,DNA_fingerprinting,no,1,1,Weak,NA,NA,0,21,0,49
43Sousa2013,Spiza_americana,dickcissel,218,38.5,92,52.2,39.08,-96.58,no,microsatellite,CP,2006,2007,2,May,August,Spiza_americana,Spiza_americana,Spiza_americana,Spiza_americana,monogamy,uniparental,mixed,NA,31.26,7,open,microsatellite,no,2,0,Strong,Mono,Poly,48,44,84,134
3Celis-Murillo2017,Spizella_pusilla,field_sparrow,308,9.7,80,40,40.2,-87.72,no,microsatellite,CP,2012,2014,3,May,July,Spizella_pusilla,Spizella_pusilla,Spizella_pusilla,Spizella_pusilla,monogamy,biparental,NA,NA,13.81666667,6,open,microsatellite,no,3,0,Weak,NA,NA,32,48,30,278
127Dlehanty1998,Steganopus_tricolor,Wilson’s_phalarope,43,0,15,0,51.45,-105.17,no,DNA_fingerprinting,SC,1990,1990,1,June,August,Steganopus_tricolor,Steganopus_tricolor,Phalaropus_tricolor,Phalaropus_tricolor,monogamy,uniparental,polygamy,NA,78,4,ground,DNA_fingerprinting,no,1,0,Strong,NA,Poly,0,15,0,43
223Gonzalez-Solis2001,Sterna_hirundo,common_tern,102,1,34,2.9,53.52,8.08,no,DNA_fingerprinting,SC,1999,1999,1,April,June,Sterna_hirundo,Sterna_hirundo,Sterna_hirundo,Sterna_hirundo,monogamy,biparental,monogamy,no,125.75,3,ground,DNA_fingerprinting,no,1,1,Strong,Mono,NA,1,33,1,101
303Griggio2004,Sterna_hirundo,common_tern,29,0,10,0,45.35,12.27,no,DNA_fingerprinting,SC,1996,1998,3,May,July,Sterna_hirundo,Sterna_hirundo,Sterna_hirundo,Sterna_hirundo,monogamy,biparental,monogamy,no,125.75,3,ground,DNA_fingerprinting,no,3,1,Strong,Mono,NA,0,10,0,29
467Saladin2007,Strix_aluco,tawny_owl,137,0.7,37,2.7,46,6,yes,microsatellite,"CR,CV,O",2004,2004,1,January,NA,Strix_aluco,Strix_aluco,Strix_aluco,Strix_aluco,monogamy,biparental,monogamy,NA,480,9,cavity,microsatellite,yes,1,0,Weak,Mono,NA,1,36,1,136
358Cordero2003,Sturnus_unicolor,spotless_starling,334,15.9,96,41.7,40.5,-4,yes,DNA_fingerprinting,O,1996,1997,2,April,NA,Sturnus_unicolor,Sturnus_unicolor,Sturnus_unicolor,Sturnus_unicolor,monogamy,biparental,mixed,NA,88.575,5,open,DNA_fingerprinting,yes,2,1,Weak,Mono,Poly,40,56,53,281
147García-Vigón2008,Sturnus_unicolor,spotless_starling,202,15.3,56,48.2,40.5,-4,yes,microsatellite,O,1998,2000,3,April,NA,Sturnus_unicolor,Sturnus_unicolor,Sturnus_unicolor,Sturnus_unicolor,monogamy,biparental,mixed,NA,88.575,5,open,microsatellite,yes,3,1,Weak,Mono,Poly,27,29,31,171
22Loyau2005,Sturnus_vulgaris,common_starling,196,16.8,48,43.8,46.52,6.57,yes,microsatellite,CV,2001,2002,2,April,June,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,monogamy,biparental,mixed,no,81.03333333,7,cavity,microsatellite,yes,2,0,Weak,Mono,Poly,21,27,33,163
390Pinxten1993,Sturnus_vulgaris,common_starling,62,9.7,14,28.6,51.22,4.67,yes,DNA_fingerprinting,CV,1988,1989,2,April,June,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,monogamy,biparental,mixed,no,81.03333333,7,cavity,DNA_fingerprinting,yes,2,0,Weak,Mono,Poly,4,10,6,56
183Smith1998,Sturnus_vulgaris,common_starling,157,15.9,37,40.5,55.72,13.45,yes,DNA_fingerprinting,CV,1991,1997,7,April,June,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,monogamy,biparental,mixed,no,81.03333333,7,cavity,DNA_fingerprinting,yes,7,0,Weak,Mono,Poly,15,22,25,132
320Baumgarten2001,Sula_dactylatra,masked_booby,6,0,6,0,-18.17,-39.33,no,DNA_fingerprinting,SC,1996,1997,2,September,October,Sula_dactylatra,Sula_dactylatra,Sula_dactylatra,Sula_dactylatra,monogamy,biparental,NA,NA,1811.8,2,ground,DNA_fingerprinting,no,2,1,Weak,NA,NA,0,6,0,6
126Anderson2006,Sula_granti,Nazca_booby,32,0,21,0,-1.33,-89.67,no,DNA_fingerprinting,NA,1990,1990,1,NA,NA,Sula_granti,Sula_granti,Sula_granti,Sula_granti,monogamy,NA,NA,no,1752.5,2,NA,DNA_fingerprinting,no,1,1,Weak,NA,NA,0,21,0,32
12Ramos2014,Sula_nebouxii,blue-footed_booby,799,6.9,453,10.6,21.87,-105.9,no,microsatellite,NA,2011,2011,1,February,July,Sula_nebouxii,Sula_nebouxii,Sula_nebouxii,Sula_nebouxii,monogamy,biparental,NA,NA,1590,3,NA,microsatellite,no,1,1,Weak,NA,NA,48,405,55,744
352Baião2009,Sula_sula,red-footed_booby,14,0,14,0,-1.33,-89.67,no,DNA_fingerprinting,PL,2005,2005,1,NA,NA,Sula_sula,Sula_sula,Sula_sula,Sula_sula,monogamy,cooperation,monogamy,yes,1086.6,1,open,DNA_fingerprinting,no,1,1,Weak,Mono,NA,0,14,0,14
347Moore1999,Tachycineta_albilinea,mangrove_swallow,97,15.5,31,25.8,9.17,-79.85,yes,DNA_fingerprinting/microsatellite,"CV,O",1996,1996,1,January,July,Tachycineta_albilinea,Tachycineta_albilinea,Tachycineta_albilinea,Tachycineta_albilinea,monogamy,biparental,monogamy,NA,14.26666667,5,cavity,mixed_other,yes,1,0,Weak,Mono,NA,8,23,15,82
59Barber1996,Tachycineta_bicolor,tree_swallow,111,68.5,25,84,44.7,-76.2,no,DNA_fingerprinting,CV,1992,1993,2,June,June,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,monogamy,biparental,mixed,NA,20.875,8,cavity,DNA_fingerprinting,no,2,0,Strong,Mono,Poly,21,4,76,35
59Barber1996,Tachycineta_bicolor,tree_swallow,172,55.8,39,71.8,44.7,-76.2,yes,DNA_fingerprinting,CV,1990,1991,2,April,June,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,monogamy,biparental,mixed,NA,20.875,8,cavity,DNA_fingerprinting,yes,2,0,Strong,Mono,Poly,28,11,96,76
244Conrad2001,Tachycineta_bicolor,tree_swallow,529,51.4,106,74.5,44.57,-76.32,yes,microsatellite,CV,1990,1995,6,April,June,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,monogamy,biparental,mixed,NA,20.875,8,cavity,microsatellite,yes,6,0,Strong,Mono,Poly,79,27,272,257
244Conrad2001,Tachycineta_bicolor,tree_swallow,67,55.2,13,84.6,44.58,-66.77,yes,microsatellite,CV,1993,1993,1,April,June,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,monogamy,biparental,mixed,NA,20.875,8,cavity,microsatellite,yes,1,0,Strong,Mono,Poly,11,2,37,30
243Delmore2008,Tachycineta_bicolor,tree_swallow,365,47.9,67,82.1,44.57,-76.32,yes,microsatellite,CV,2006,2006,1,April,June,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,monogamy,biparental,mixed,NA,20.875,8,cavity,microsatellite,yes,1,0,Strong,Mono,Poly,55,12,175,190
368Dunn2006,Tachycineta_bicolor,tree_swallow,NA,NA,23,69.6,43.38,-88.02,yes,microsatellite,CV,2001,2002,2,April,May,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,monogamy,biparental,mixed,NA,20.875,8,cavity,microsatellite,yes,2,0,Strong,Mono,Poly,16,7,NA,NA
21Lessard2014,Tachycineta_bicolor,tree_swallow,3438,49,587,84,45,-74,yes,microsatellite,CV,2007,2010,4,April,June,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,monogamy,biparental,mixed,NA,20.875,8,cavity,microsatellite,yes,4,0,Strong,Mono,Poly,493,94,1685,1753
375Bitton2007,Tachycineta_bicolor,tree_swallow,216,35.2,40,85,53,-123,yes,microsatellite,CV,2004,2004,1,April,June,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,monogamy,biparental,mixed,NA,20.875,8,cavity,microsatellite,yes,1,0,Strong,Mono,Poly,34,6,76,140
311Stapleton2007,Tachycineta_bicolor,tree_swallow,502,47.2,99,82.8,44.57,-76.32,yes,microsatellite,CV,1997,2003,7,April,June,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,monogamy,biparental,mixed,NA,20.875,8,cavity,microsatellite,yes,7,0,Strong,Mono,Poly,82,17,237,265
432Taylor2008,Petroica_australis,New_Zealand_robin,NA,NA,54,1.9,-45,168,no,microsatellite,CP,2001,2005,5,NA,NA,Petroica_australis,Petroica_australis,Petroica_longipes,Petroica_longipes,monogamy,biparental,monogamy,NA,29.775,3,open,microsatellite,no,5,0,Weak,Mono,NA,1,53,NA,NA
485Gregory2018,Tympanuchus_cupido,greater_prairie-chicken,230,25.2,28,17.8,NA,NA,no,microsatellite,SC,2007,2010,4,March,April,Tympanuchus_cupido,Tympanuchus_cupido,Tympanuchus_cupido,Tympanuchus_cupido,lekking,uniparental,polygamy,NA,872.25,17,ground,microsatellite,no,4,0,Weak,NA,Poly,5,23,58,172
486Turjeman2021,Coloeus_monedula,Eurasian_jackdaw,28,NA,13,15.4,31.6597,34.8797,yes,microsatellite,CV,2012,2015,4,NA,NA,Corvus_monedula,Corvus_monedula,Coloeus_monedula,Coloeus_monedula,monogamy,biparental,monogamy,no,200.5,7,cavity,microsatellite,yes,4,1,Weak,Mono,NA,2,11,NA,NA
487Chamberlain2025,Molothrus_ater,Brown-headed_cowbird,7,NA,NA,NA,40.1983,-87.725,no,microsatellite,NO,2022,2024,3,April,July,Molothrus_ater,Molothrus_ater,Molothrus_ater,Molothrus_ater,no_social_bond,broodparasite,NA,NA,42.75,5,ground,microsatellite,no,3,0,Strong,NA,NA,NA,NA,NA,NA
489Barber2025,Sturnus_vulgaris,European_starling,221,23,62,NA,44.6167,-63.5667,yes,microsatellite,CV,2007,2011,5,April,July,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,Sturnus_vulgaris,monogamy,biparental,mixed,no,81.03333333,7,cavity,microsatellite,yes,5,0,Weak,Mono,Poly,NA,NA,51,170
490Schilicht2023,Cyanistes_caeruleus,blue_tit,13872,11.7,1583,44.6,48.1406,10.8914,yes,microsatellite,"CV,O",2007,2020,14,March,June,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,14,0,Weak,Mono,Poly,706,877,1623,12249
491Raj2020,Acrocephalus_sechellensis,Seychelles_warbler,848,42,NA,NA,-4.3333,55.6667,no,microsatellite,CP,1997,2014,18,June,September,Acrocephalus_sechellensis,Acrocephalus_sechellensis,Acrocephalus_sechellensis,Acrocephalus_sechellensis,cooperative_breeder,cooperation,monogamy,yes,15.9,3,open,microsatellite,no,18,0,Weak,Mono,NA,NA,NA,356,492
492Hsu2017,Passer_domesticus,house_sparrow,3194,17.4,NA,NA,51.1833,-4.6667,yes,microsatellite,"CV,SP,CR",2000,2012,13,April,August,Passer_domesticus,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,biparental,monogamy,yes,27.44,8,cavity,microsatellite,yes,13,0,Weak,Mono,NA,NA,NA,556,2638
493Hałupka2024,Acrocephalus_scirpaceus,Eurasian_reed_warbler,786,13.4,259,21.6,51.5333,17.3333,no,microsatellite,CP,2006,2011,6,May,August,Acrocephalus_scirpaceus,Acrocephalus_scirpaceus,Acrocephalus_scirpaceus,Acrocephalus_scirpaceus,monogamy,biparental,NA,no,12.88333333,5,open,microsatellite,no,6,1,Strong,NA,NA,56,203,105,681
494Gaiotti2020,Antilophia_bokermanni,araripe_manakin,96,NA,60,NA,-7.3875,-40.2161,no,microsatellite,CP,2013,2016,4,NA,NA,Antilophia_bokermanni,Antilophia_bokermanni,Chiroxiphia_bokermanni,Chiroxiphia_bokermanni,monogamy,NA,NA,NA,20.07833333,2,open,microsatellite,no,4,0,Weak,NA,NA,NA,NA,NA,NA
496Koenig2021,Melanerpes_formicivorus,acorn_woodpecker,3460,NA,1017,NA,36.3833,-121.55,no,microsatellite,CV,1986,2016,31,March,NA,Melanerpes_formicivorus,Melanerpes_formicivorus,Melanerpes_formicivorus,Melanerpes_formicivorus,cooperative_breeder,cooperation,mixed,yes,78.5,6,cavity,microsatellite,no,31,0,Weak,Mono,Poly,NA,NA,NA,NA
497Harnandez2021,Tachycineta_bicolor,tree_swallow,NA,NA,71,NA,37.1833,-80.5667,yes,microsatellite,CV,2017,2017,1,March,August,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,monogamy,biparental,mixed,NA,20.875,8,cavity,microsatellite,yes,1,0,Strong,Mono,Poly,NA,NA,NA,NA
499D'Amelio2024,Philetairus_socius,sociable_weaver,8744,2.2,1275,5.2,-28.8667,24.8333,no,microsatellite,SP,2008,2019,12,September,June,Philetairus_socius,Philetairus_socius,Philetairus_socius,Philetairus_socius,cooperative_breeder,cooperation,monogamy,yes,27.9,6,other_enclosed,microsatellite,no,12,1,Weak,Mono,NA,66,1209,192,8552
502Saunders2018,Calyptorhynchus_latirostris,Carnaby's_cockatoo,44,13.6,22,27.3,NA,NA,no,microsatellite,CV,2003,2013,11,NA,NA,Calyptorhynchus_latirostris,Calyptorhynchus_latirostris,Zanda_latirostris,Zanda_latirostris,monogamy,biparental,monogamy,NA,625,2,cavity,microsatellite,no,11,0,Weak,Mono,NA,6,16,6,38
504Safari2018,Centropus_grillii,black_coucal,251,17,62,50,-8.6833,34.0833,no,microsatellite,SP,2001,2016,16,January,June,Centropus_grillii,Centropus_grillii,Centropus_grillii,Centropus_grillii,polyandry,uniparental,polygamy,no,117.6666667,6,other_enclosed,microsatellite,no,16,0,Weak,NA,Poly,31,31,43,208
504Safari2018,Centropus_superciliosus,white-browed_coucal,265,2.1,68,4.8,-8.6833,NA,no,microsatellite,CP,2001,2016,16,January,June,Centropus_superciliosus,Centropus_superciliosus,Centropus_superciliosus,Centropus_superciliosus,monogamy,biparental,mixed,NA,165,5,open,microsatellite,no,16,0,Weak,Mono,Poly,3,65,6,259
506Rosenfield2024,Accipiter_cooperii,Cooper’s_hawk,444,13.3,120,28.3,NA,NA,no,microsatellite,PL,2011,2015,5,NA,NA,Accipiter_cooperii,Accipiter_cooperii,Astur_cooperii,Astur_cooperii,monogamy,biparental,NA,NA,429.6666667,6,open,microsatellite,no,5,0,Strong,NA,NA,34,86,59,385
508Hajdulk2021,Malurus_cyaneus,superb_fairy-wren,5485,62,1936,62.3,-35.2667,149.1,no,microsatellite,DM,1988,2013,26,August,March,Malurus_cyaneus,Malurus_cyaneus,Malurus_cyaneus,Malurus_cyaneus,cooperative_breeder,cooperation,monogamy,yes,11.33333333,4,ground,microsatellite,no,26,0,Weak,Mono,NA,1206,730,3401,2084
510Mennerat2018,Cyanistes_caeruleus,blue_tit,NA,NA,146,47,43.6667,3.6667,yes,microsatellite,"CV,O",2000,2003,4,NA,NA,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,microsatellite,yes,4,0,Weak,Mono,Poly,69,77,NA,NA
511Bried2021,Bulweria_bulwerii,Bulwer’s_petrel,37,0,28,0,36.9167,-25.1667,no,microsatellite,"BU,CR",2002,2004,3,NA,NA,Bulweria_bulwerii,Bulweria_bulwerii,Bulweria_bulwerii,Bulweria_bulwerii,monogamy,biparental,monogamy,NA,103.1666667,1,cavity,microsatellite,no,3,1,Weak,Mono,NA,0,28,0,37
512Ding2021,Prinia_flaviventris,yellow-bellied_prinia,56,8.93,13,23,23.65,107.0667,no,SNPs,DM,2013,2013,1,May,July,Prinia_flaviventris,Prinia_flaviventris,Prinia_flaviventris,Prinia_flaviventris,monogamy,biparental,NA,NA,8.7,4,ground,SNPs,no,1,0,Weak,NA,NA,3,10,5,51
515Dunning2024,Passer_domesticus,house_sparrow,4963,18.8,1403,NA,51.11,-4.4,yes,microsatellite,"CV,SP,CR",2000,2019,20,NA,NA,Passer_domesticus,Passer_domesticus,Passer_domesticus,Passer_domesticus,monogamy,biparental,monogamy,yes,27.44,8,cavity,microsatellite,yes,20,0,Weak,Mono,NA,NA,NA,933,4030
518Diniz2019,Furnarius_rufus,rufous_hornero,120,3.33,46,6.52,-15.76,-47.86,no,SNPs,DM,2013,2015,3,September,November,Furnarius_rufus,Furnarius_rufus,Furnarius_rufus,Furnarius_rufus,monogamy,biparental,monogamy,NA,48,5,ground,SNPs,no,3,0,Weak,Mono,NA,3,43,4,116
520Skujina2021,Pandion_haliaetus,osprey,43,0,5,0,NA,NA,yes,microsatellite,PL,2015,2019,5,NA,NA,Pandion_haliaetus,Pandion_haliaetus,Pandion_haliaetus,Pandion_haliaetus,monogamy,biparental,mixed,NA,1510,4,open,microsatellite,yes,5,1,Strong,Mono,Poly,0,5,0,43
521Ferretti2018,Tachycineta_leucorrhoa,white-rumped_swallow,342,56,78,77,-35.5667,-58.0167,yes,microsatellite,CV,2006,2008,3,September,January,Tachycineta_leucorrhoa,Tachycineta_leucorrhoa,Tachycineta_leucorrhoa,Tachycineta_leucorrhoa,monogamy,biparental,NA,NA,17.6,7,cavity,microsatellite,yes,3,0,Strong,NA,NA,60,18,192,150
522Garant2018,Tachycineta_bicolor,tree_swallow,NA,52.3,NA,NA,45,-72,yes,microsatellite,CV,2012,2015,4,May,July,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,Tachycineta_bicolor,monogamy,biparental,mixed,NA,20.875,8,cavity,microsatellite,yes,4,0,Strong,Mono,Poly,NA,NA,NA,NA
525Garrido2025,Cistothorus_platensis,grass_wren,155,47.22,36,23.23,NA,NA,no,SNPs,SP,2016,2017,2,October,February,Cistothorus_platensis,Cistothorus_platensis,Cistothorus_stellaris,Cistothorus_stellaris,monogamy,uniparental,polygamy,no,8.366666667,8,other_enclosed,SNPs,no,2,0,Weak,NA,Poly,8,28,73,82
526LaBarbera2019,Junco_hyemalis,dark-eyed_junco,165,25,60,38,38.25,-120,no,microsatellite,"BU,CR,O,CP",2013,2014,2,May,September,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,Junco_hyemalis,monogamy,biparental,NA,NA,20.53333333,5,cavity,microsatellite,no,2,0,Strong,NA,NA,23,37,41,124
532Kleven2025,Parus_major,great_tit,192,4.7,26,19.2,69.4667,-29.8333,yes,microsatellite,CV,2016,2022,7,May,June,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,microsatellite,yes,7,0,Weak,Mono,NA,5,21,9,183
533Kleven2019,Turdus_pilaris,fieldfare,123,27.6,28,46.4,63.7333,11.3167,no,microsatellite,CP,2017,2018,2,May,June,Turdus_pilaris,Turdus_pilaris,Turdus_pilaris,Turdus_pilaris,monogamy,biparental,monogamy,NA,111,6,open,microsatellite,no,2,1,Strong,Mono,NA,13,15,34,89
534Knief2020,Corvus_corone/cornix,carrion_crow,152,2.9,55,6.98,NA,NA,no,SNPs,PL,2007,2014,8,May,June,Corvus_corone,Corvus_corone,Corvus_corone,Corvus_corone,monogamy_cooperative_breeder,cooperation,monogamy,yes,527.8333333,5,open,SNPs,no,8,0,Weak,Mono,NA,4,51,4,148
538Reitsma2018,Cardellina_canadensis,Canada_warbler,185,41.6,61,57.4,43.6667,-72.05,no,microsatellite,CP,2005,2010,6,NA,NA,Wilsonia_canadensis,Wilsonia_canadensis,Cardellina_canadensis,Cardellina_canadensis,monogamy,biparental,mixed,NA,10.8,6,open,microsatellite,no,6,0,Strong,Mono,Poly,35,26,77,108
539Sánchez2018,Poospiza_torquata,ringed_warbling-finch,92,20.65,35,42.86,-28.05,-64.25,no,microsatellite,CP,2008,2011,4,October,January,Poospiza_torquata,Poospiza_torquata,Microspingus_torquatus,Microspingus_torquatus,monogamy,NA,NA,NA,10.83333333,4,open,microsatellite,no,4,0,Weak,NA,NA,15,20,19,73
540Ledwoń2022,Chlidonias_hybrida,whiskered_tern,140,NA,56,NA,50,19.43,no,microsatellite,"O,PL",2006,2015,10,June,August,Chlidonias_hybrida,Chlidonias_hybrida,Chlidonias_hybrida,Chlidonias_hybrida,monogamy,biparental,monogamy,NA,84.5,3,open,microsatellite,no,10,1,Strong,Mono,NA,NA,NA,NA,NA
546Goretskaia2024,Phylloscopus_sibilatrix,wood_warbler,212,24.5,39,41,55.6833,36.7167,no,microsatellite,SP,2009,2015,7,May,NA,Phylloscopus_sibilatrix,Phylloscopus_sibilatrix,Phylloscopus_sibilatrix,Phylloscopus_sibilatrix,monogamy,biparental,mixed,NA,10.7,10,other_enclosed,microsatellite,no,7,0,Strong,Mono,Poly,16,23,52,160
560Botero2020,Aphrastura_spinicauda,thorn-tailed_rayadito,360,13.9,140,20.7,-30.6333,-71.6667,yes,microsatellite,"CR,CV",2012,2017,6,September,December,Aphrastura_spinicauda,Aphrastura_spinicauda,Aphrastura_spinicauda,Aphrastura_spinicauda,monogamy,biparental,monogamy,NA,11.025,5,cavity,microsatellite,yes,6,0,Weak,Mono,NA,29,111,50,310
560Botero2020,Aphrastura_spinicauda,thorn-tailed_rayadito,535,5.8,126,14.3,-55.0667,-67.6667,yes,microsatellite,"CR,CV",2010,2015,6,October,January,Aphrastura_spinicauda,Aphrastura_spinicauda,Aphrastura_spinicauda,Aphrastura_spinicauda,monogamy,biparental,monogamy,NA,11.025,5,cavity,microsatellite,yes,6,0,Weak,Mono,NA,18,108,31,504
550Plaza2024,Ficedula_hypoleuca,pied_flycatcher,1002,24.25,189,37.56,40,-3,yes,microsatellite,CP,2015,2017,3,April,July,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,Ficedula_hypoleuca,monogamy,biparental,mixed,no,14.21666667,10,open,microsatellite,yes,3,0,Strong,Mono,Poly,71,118,243,759
551Michálková2019,Hirundo_rustica,European_barn_swallow,694,19.8,160,51.2,49.0667,14.7,no,microsatellite,CP,2010,2013,4,NA,NA,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,monogamy,biparental,monogamy,no,19.35,7,open,microsatellite,no,4,1,Strong,Mono,NA,82,78,137,557
552DiLecce2023,Cyanistes_caeruleus,blue_tit,197,8,30,37,52.2833,20.95,no,SNPs,"CV,O",2018,2019,2,March,May,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,SNPs,no,2,0,Weak,Mono,Poly,11,19,16,181
552DiLecce2023,Cyanistes_caeruleus,blue_tit,237,12,37,46,52.2833,20.95,yes,SNPs,"CV,O",2018,2019,2,March,May,Parus_caeruleus,Parus_caeruleus,Cyanistes_caeruleus,Cyanistes_caeruleus,monogamy,biparental,mixed,no,11.38333333,13,cavity,SNPs,yes,2,0,Weak,Mono,Poly,17,20,28,209
552DiLecce2023,Parus_major,great_tit,179,11,32,38,52.2833,20.95,no,SNPs,CV,2018,2019,2,March,May,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,SNPs,no,2,0,Weak,Mono,NA,12,20,20,159
552DiLecce2023,Parus_major,great_tit,189,16,26,62,52.2833,20.95,yes,SNPs,CV,2018,2019,2,March,May,Parus_major,Parus_major,Parus_major,Parus_major,monogamy,biparental,monogamy,no,18.36666667,18,cavity,SNPs,yes,2,0,Weak,Mono,NA,16,10,30,159
554Lifjeld2025,Periparus_ater,coal_tit,213,32,25,84,59.9833,10.6,yes,microsatellite,"CP,CV",1989,1989,1,April,July,Parus_ater,Parus_ater,Periparus_ater,Periparus_ater,monogamy,biparental,monogamy,NA,8.916666667,13,cavity,microsatellite,yes,1,0,Weak,Mono,NA,21,4,68,145
555Costanzo2017,Hirundo_rustica,barn_swallow,720,14.3,190,21.6,45.4667,9.1833,no,microsatellite,CP,2013,2015,3,NA,NA,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,Hirundo_rustica,monogamy,biparental,monogamy,no,19.35,7,open,microsatellite,no,3,1,Strong,Mono,NA,41,149,103,617
